network_id,timestamp,pressure,flow_rate,lat,lng,ph,turbidity,conductivity,dissolved_oxygen,temperature,pipe_condition,age_years,material,diameter,last_inspection,efficiency_score,reliability_index,water_loss_percentage,customer_satisfaction,response_time_minutes
network_007,2025-06-26T13:04:15.955978,3.65,40.26,49.233361,-85.168387,6.91,1.39,560.0,11.3,20.0,good,24,cast_iron,427.0,2025-03-22T15:04:15.971006,85.6,0.829,16.3,89.0,117.0
network_014,2025-06-26T14:04:15.955978,4.03,14.91,47.046442,-94.43992,7.7,0.29,456.0,10.7,17.8,good,50,PVC,583.0,2024-10-07T15:04:15.971031,93.9,0.976,12.4,94.5,80.0
network_011,2025-06-26T15:04:15.955978,3.33,39.45,47.784568,-95.278512,7.55,2.28,738.0,7.4,21.3,fair,44,concrete,323.0,2024-09-21T15:04:15.971054,85.0,0.988,5.9,70.8,23.0
network_002,2025-06-26T16:04:15.955978,3.71,27.21,46.163652,-106.886337,7.28,3.8,493.0,6.4,20.2,excellent,26,concrete,575.0,2024-11-01T15:04:15.971080,92.9,0.915,5.2,80.8,26.0
network_014,2025-06-26T17:04:15.955978,5.13,74.36,35.100922,-74.765841,7.49,3.52,251.0,6.3,22.3,excellent,22,steel,457.0,2025-01-03T15:04:15.971106,83.8,0.821,7.6,71.0,43.0
network_012,2025-06-26T18:04:15.955978,4.83,63.16,32.45694,-109.241911,7.12,1.71,557.0,8.5,20.9,good,49,concrete,516.0,2024-10-03T15:04:15.971130,80.5,0.837,18.4,70.4,104.0
network_012,2025-06-26T19:04:15.955978,3.51,81.73,48.262205,-75.09056,7.34,1.32,504.0,8.0,15.1,poor,27,PVC,319.0,2024-10-21T15:04:15.971192,83.2,0.863,19.0,90.4,77.0
network_004,2025-06-26T20:04:15.955978,4.1,53.54,26.555433,-93.568704,6.69,4.68,403.0,9.9,21.4,fair,5,cast_iron,114.0,2025-02-11T15:04:15.971230,88.5,0.974,21.1,75.4,96.0
network_003,2025-06-26T21:04:15.955978,3.9,68.27,34.720302,-81.732437,6.59,0.72,501.0,6.3,21.8,fair,47,PVC,516.0,2024-10-29T15:04:15.971255,91.9,0.904,15.7,82.5,31.0
network_005,2025-06-26T22:04:15.955978,6.32,86.49,32.264211,-80.740298,7.42,2.3,548.0,9.2,17.7,poor,36,steel,251.0,2024-12-06T15:04:15.971279,92.8,0.953,5.2,76.1,59.0
network_008,2025-06-26T23:04:15.955978,6.96,64.28,25.661747,-100.284108,7.28,0.77,207.0,9.1,23.2,poor,24,concrete,150.0,2025-03-28T15:04:15.971304,74.7,0.968,19.2,94.1,115.0
network_019,2025-06-27T00:04:15.955978,6.69,59.59,36.036287,-116.647552,8.0,2.89,458.0,10.9,18.8,fair,46,HDPE,160.0,2024-08-09T15:04:15.971328,74.4,0.947,14.2,70.7,73.0
network_003,2025-06-27T01:04:15.955978,6.41,86.27,42.350133,-93.584248,8.14,3.41,672.0,7.3,19.2,fair,43,concrete,363.0,2025-04-30T15:04:15.971362,89.4,0.863,5.0,79.1,108.0
network_018,2025-06-27T02:04:15.955978,3.67,22.96,30.766907,-73.50354,7.38,1.79,418.0,9.8,16.8,good,21,steel,503.0,2025-05-04T15:04:15.971391,88.0,0.902,16.4,88.8,68.0
network_017,2025-06-27T03:04:15.955978,5.03,84.29,37.175755,-100.141058,7.75,3.96,396.0,8.4,15.8,poor,44,cast_iron,203.0,2024-07-12T15:04:15.971419,74.1,0.85,23.6,84.2,69.0
network_011,2025-06-27T04:04:15.955978,4.76,43.83,37.772837,-83.349569,7.43,0.37,300.0,7.1,22.5,fair,36,concrete,447.0,2024-08-24T15:04:15.971445,87.8,0.954,7.1,89.9,19.0
network_012,2025-06-27T05:04:15.955978,5.85,87.79,42.948323,-79.11262,7.06,2.92,363.0,8.5,16.0,excellent,33,steel,157.0,2025-01-19T15:04:15.971472,77.7,0.812,17.0,70.5,59.0
network_018,2025-06-27T06:04:15.955978,4.43,62.87,25.152692,-77.231406,7.62,2.61,256.0,9.6,17.6,fair,47,cast_iron,384.0,2024-09-14T15:04:15.971496,82.9,0.986,13.4,86.5,64.0
network_009,2025-06-27T07:04:15.955978,6.01,91.26,31.270561,-79.181071,7.49,4.73,510.0,10.2,16.8,fair,49,concrete,146.0,2025-04-09T15:04:15.971523,91.2,0.856,10.1,91.7,23.0
network_012,2025-06-27T08:04:15.955978,4.6,63.82,39.305005,-105.642455,6.93,4.39,217.0,8.3,22.3,fair,44,HDPE,262.0,2024-07-26T15:04:15.971553,91.5,0.86,10.3,79.1,81.0
network_003,2025-06-27T09:04:15.955978,5.8,24.27,39.089644,-116.359832,7.78,0.13,241.0,6.1,22.5,excellent,19,concrete,106.0,2025-06-28T15:04:15.971578,70.3,0.88,18.2,72.2,45.0
network_012,2025-06-27T10:04:15.955978,5.39,93.26,32.376377,-112.091349,8.03,3.63,486.0,10.1,24.9,excellent,43,steel,301.0,2024-12-13T15:04:15.971601,80.2,0.876,21.5,93.7,74.0
network_016,2025-06-27T11:04:15.955978,5.79,66.46,37.267083,-114.077023,7.59,0.7,333.0,8.4,18.6,poor,36,steel,473.0,2025-05-17T15:04:15.971625,76.5,0.853,23.1,85.9,75.0
network_017,2025-06-27T12:04:15.955978,5.38,11.95,43.840434,-86.12957,6.74,0.28,495.0,8.5,22.8,excellent,11,concrete,232.0,2025-06-03T15:04:15.971650,90.3,0.91,6.7,80.8,48.0
network_018,2025-06-27T13:04:15.955978,5.27,21.39,41.884774,-71.169842,8.3,0.29,496.0,10.7,22.9,poor,32,PVC,491.0,2025-06-17T15:04:15.971675,80.2,0.888,16.2,75.8,69.0
network_006,2025-06-27T14:04:15.955978,3.64,64.23,44.915544,-70.372516,7.04,1.51,292.0,7.5,16.9,fair,16,steel,105.0,2025-05-22T15:04:15.971701,78.5,0.927,6.3,90.5,44.0
network_014,2025-06-27T15:04:15.955978,5.77,70.61,30.517013,-95.534596,8.02,2.77,720.0,7.7,21.7,fair,7,PVC,101.0,2024-12-20T15:04:15.971724,85.0,0.984,8.3,75.9,96.0
network_008,2025-06-27T16:04:15.955978,3.91,81.11,35.454995,-81.737024,7.16,0.61,519.0,9.4,23.0,excellent,30,concrete,188.0,2025-07-06T15:04:15.971749,70.5,0.831,20.6,91.2,51.0
network_015,2025-06-27T17:04:15.955978,6.08,15.77,43.272631,-98.929909,7.23,2.16,292.0,7.3,20.9,poor,8,cast_iron,556.0,2025-06-28T15:04:15.971772,82.6,0.977,22.6,72.0,94.0
network_018,2025-06-27T18:04:15.955978,6.3,29.49,42.806084,-107.630171,6.81,0.82,213.0,8.6,22.8,good,21,concrete,509.0,2024-08-03T15:04:15.971797,95.0,0.801,19.9,88.2,110.0
network_002,2025-06-27T19:04:15.955978,3.14,50.45,32.190295,-77.010977,7.11,0.09,534.0,7.1,16.1,excellent,21,steel,404.0,2024-11-05T15:04:15.971823,76.4,0.96,21.4,93.6,53.0
network_007,2025-06-27T20:04:15.955978,7.0,54.19,42.596005,-98.693227,6.63,2.65,322.0,9.1,20.5,good,26,concrete,359.0,2024-10-06T15:04:15.971849,71.3,0.893,6.1,77.0,56.0
network_007,2025-06-27T21:04:15.955978,5.72,23.02,35.073079,-109.061759,6.91,4.71,217.0,9.2,17.7,fair,14,PVC,167.0,2025-07-04T15:04:15.971875,78.8,0.934,18.0,70.0,69.0
network_014,2025-06-27T22:04:15.955978,4.61,98.46,29.514114,-87.224705,7.45,2.49,505.0,9.6,20.1,good,14,concrete,428.0,2024-12-21T15:04:15.971901,84.9,0.86,18.8,91.1,32.0
network_020,2025-06-27T23:04:15.955978,6.26,94.78,34.555501,-105.756532,6.67,3.76,494.0,9.6,20.5,excellent,8,cast_iron,593.0,2025-03-10T15:04:15.971919,90.9,0.981,23.8,84.6,69.0
network_013,2025-06-28T00:04:15.955978,4.47,87.38,42.752466,-92.617575,8.18,3.57,514.0,6.3,17.0,excellent,31,PVC,354.0,2024-10-10T15:04:15.971935,78.8,0.906,18.9,82.5,23.0
network_011,2025-06-28T01:04:15.955978,5.79,41.33,42.642046,-116.755477,8.47,0.08,784.0,11.6,21.4,poor,39,concrete,113.0,2025-05-19T15:04:15.971951,79.1,0.837,24.9,84.8,27.0
network_014,2025-06-28T02:04:15.955978,4.2,57.41,34.192181,-83.484392,7.24,0.9,394.0,9.3,22.7,fair,32,concrete,494.0,2024-07-27T15:04:15.971967,91.3,0.911,6.6,90.0,47.0
network_012,2025-06-28T03:04:15.955978,6.93,19.9,39.286891,-100.081573,8.48,0.92,256.0,8.4,15.5,good,24,concrete,578.0,2025-04-21T15:04:15.971983,83.3,0.903,16.5,89.7,17.0
network_012,2025-06-28T04:04:15.955978,5.1,66.98,48.424018,-96.030029,8.42,4.3,658.0,11.2,22.5,fair,24,concrete,494.0,2025-06-09T15:04:15.971999,71.9,0.85,7.0,82.0,65.0
network_008,2025-06-28T05:04:15.955978,3.57,60.07,36.703198,-90.888179,8.11,2.23,668.0,8.9,19.4,fair,11,concrete,249.0,2025-05-13T15:04:15.972017,89.3,0.897,16.7,88.5,103.0
network_012,2025-06-28T06:04:15.955978,6.46,88.86,40.737117,-74.66398,6.98,3.03,783.0,10.0,16.9,excellent,20,PVC,453.0,2025-05-16T15:04:15.972035,91.5,0.864,15.3,82.8,77.0
network_018,2025-06-28T07:04:15.955978,6.18,51.71,47.947316,-92.456252,6.64,3.72,692.0,7.3,16.4,fair,11,PVC,298.0,2025-04-10T15:04:15.972054,94.2,0.96,15.0,87.9,92.0
network_004,2025-06-28T08:04:15.955978,6.54,88.41,49.710476,-116.15466,8.31,2.67,295.0,6.2,24.9,fair,21,cast_iron,349.0,2025-03-24T15:04:15.972092,87.6,0.84,21.5,86.6,79.0
network_013,2025-06-28T09:04:15.955978,3.82,15.88,39.232874,-72.336213,8.15,4.34,406.0,10.3,20.1,fair,25,concrete,428.0,2024-12-15T15:04:15.972120,73.0,0.982,10.4,79.0,37.0
network_013,2025-06-28T10:04:15.955978,6.98,77.0,46.957427,-70.911596,8.25,0.35,372.0,7.2,17.9,fair,18,steel,378.0,2024-09-10T15:04:15.972145,77.0,0.944,22.1,86.0,79.0
network_016,2025-06-28T11:04:15.955978,4.8,46.4,45.889029,-98.194607,7.64,4.37,210.0,9.7,24.1,fair,11,concrete,262.0,2024-11-18T15:04:15.972169,84.7,0.807,7.1,92.6,30.0
network_001,2025-06-28T12:04:15.955978,3.75,90.65,43.736021,-82.835972,8.2,0.12,661.0,8.2,19.4,fair,39,HDPE,510.0,2025-04-05T15:04:15.972194,73.9,0.857,5.1,90.7,27.0
network_013,2025-06-28T13:04:15.955978,5.65,86.01,34.873768,-71.200156,7.07,1.09,621.0,6.1,15.4,poor,38,steel,350.0,2025-06-24T15:04:15.972220,83.2,0.919,12.5,72.9,39.0
network_009,2025-06-28T14:04:15.955978,5.12,67.42,49.877404,-105.156255,8.42,0.94,653.0,8.7,21.6,good,41,concrete,289.0,2024-11-04T15:04:15.972248,94.3,0.989,24.3,72.6,17.0
network_010,2025-06-28T15:04:15.955978,6.67,56.03,44.684196,-87.699838,6.97,1.99,661.0,6.9,17.5,poor,39,steel,528.0,2024-08-29T15:04:15.972273,87.5,0.939,12.8,94.9,69.0
network_016,2025-06-28T16:04:15.955978,6.99,55.8,40.004038,-100.775223,8.01,2.66,463.0,9.5,20.1,excellent,18,steel,419.0,2025-01-24T15:04:15.972297,76.8,0.939,19.1,72.6,15.0
network_009,2025-06-28T17:04:15.955978,6.19,64.21,31.79423,-98.618183,6.73,4.68,291.0,8.9,17.3,fair,22,steel,502.0,2024-09-19T15:04:15.972314,93.0,0.96,23.0,78.6,38.0
network_002,2025-06-28T18:04:15.955978,4.91,32.89,33.672082,-82.384646,8.18,2.67,447.0,10.8,19.0,good,45,cast_iron,311.0,2025-05-30T15:04:15.972333,82.7,0.832,21.7,79.9,106.0
network_009,2025-06-28T19:04:15.955978,5.61,77.98,26.935554,-107.274241,7.07,1.37,516.0,11.6,18.7,poor,26,concrete,453.0,2025-01-20T15:04:15.972349,74.1,0.885,14.9,95.0,111.0
network_008,2025-06-28T20:04:15.955978,6.09,32.54,42.598216,-105.620095,8.34,4.5,654.0,7.6,16.9,good,35,PVC,346.0,2025-06-22T15:04:15.972365,82.9,0.83,15.9,74.0,53.0
network_003,2025-06-28T21:04:15.955978,3.52,14.71,49.302492,-88.013709,8.21,0.43,717.0,7.8,20.8,poor,24,PVC,335.0,2025-01-22T15:04:15.972390,73.3,0.955,9.4,85.5,74.0
network_015,2025-06-28T22:04:15.955978,4.65,88.26,30.630876,-75.146952,8.46,1.77,799.0,11.7,22.0,good,9,HDPE,281.0,2025-03-22T15:04:15.972415,73.2,0.805,25.0,82.9,103.0
network_007,2025-06-28T23:04:15.955978,5.97,13.65,36.429413,-77.109984,8.16,2.42,333.0,6.9,21.7,poor,21,PVC,455.0,2024-08-31T15:04:15.972440,76.2,0.836,16.7,79.8,67.0
network_002,2025-06-29T00:04:15.955978,5.89,43.36,26.553432,-90.047945,7.32,0.04,486.0,7.4,18.4,fair,10,cast_iron,117.0,2025-01-02T15:04:15.972456,78.5,0.95,9.3,73.3,91.0
network_001,2025-06-29T01:04:15.955978,6.01,79.86,29.510166,-76.982105,7.4,3.15,253.0,10.4,15.7,fair,35,HDPE,599.0,2025-06-30T15:04:15.972472,91.4,0.86,12.8,83.3,110.0
network_011,2025-06-29T02:04:15.955978,5.22,90.87,31.47452,-94.834754,8.36,4.34,441.0,6.8,18.9,poor,12,steel,578.0,2024-09-24T15:04:15.972489,76.6,0.845,20.6,79.3,61.0
network_016,2025-06-29T03:04:15.955978,5.97,97.2,25.019205,-118.306088,7.78,2.93,786.0,8.3,19.7,fair,8,PVC,183.0,2024-09-02T15:04:15.972509,74.9,0.838,11.0,75.0,83.0
network_008,2025-06-29T04:04:15.955978,6.57,32.76,42.145294,-104.640647,8.21,2.6,772.0,8.8,15.7,fair,48,HDPE,507.0,2025-06-03T15:04:15.972538,72.0,0.837,21.9,84.1,107.0
network_010,2025-06-29T05:04:15.955978,4.48,16.7,37.590079,-95.490577,7.22,1.43,373.0,9.3,22.3,poor,10,HDPE,567.0,2025-03-28T15:04:15.972558,81.8,0.929,9.3,75.3,23.0
network_008,2025-06-29T06:04:15.955978,3.53,86.46,30.59804,-99.036374,6.93,2.08,417.0,7.8,22.9,poor,14,concrete,288.0,2025-06-18T15:04:15.972576,81.1,0.815,17.1,86.9,92.0
network_001,2025-06-29T07:04:15.955978,5.6,12.15,36.476534,-118.750035,7.59,2.18,356.0,8.8,23.6,good,37,cast_iron,378.0,2025-01-15T15:04:15.972593,70.4,0.966,8.3,85.7,114.0
network_012,2025-06-29T08:04:15.955978,3.14,67.89,48.917495,-88.069055,6.86,0.61,438.0,8.3,23.3,good,28,PVC,427.0,2024-12-05T15:04:15.972610,81.7,0.921,19.2,80.9,31.0
network_010,2025-06-29T09:04:15.955978,5.73,76.64,45.951716,-81.133964,8.25,2.8,250.0,7.4,23.9,good,12,concrete,447.0,2025-01-25T15:04:15.972626,92.0,0.972,11.7,87.8,98.0
network_003,2025-06-29T10:04:15.955978,5.96,51.51,38.595731,-72.087835,7.2,2.8,353.0,8.1,16.3,excellent,13,cast_iron,379.0,2024-12-14T15:04:15.972650,83.0,0.968,20.3,82.2,21.0
network_011,2025-06-29T11:04:15.955978,4.73,10.16,32.715577,-83.01855,7.36,4.68,782.0,10.7,21.6,fair,17,steel,282.0,2025-03-13T15:04:15.972677,77.2,0.963,21.6,91.6,83.0
network_007,2025-06-29T12:04:15.955978,4.69,90.68,34.779781,-77.452004,7.3,1.0,354.0,10.2,20.0,fair,26,PVC,387.0,2024-10-17T15:04:15.972700,83.1,0.9,5.8,78.7,112.0
network_002,2025-06-29T13:04:15.955978,6.88,12.06,45.935827,-82.069528,7.54,1.87,482.0,6.6,20.1,fair,18,PVC,183.0,2024-12-22T15:04:15.972725,88.6,0.801,21.6,76.4,37.0
network_002,2025-06-29T14:04:15.955978,5.25,60.45,40.199054,-113.878055,7.45,0.13,543.0,7.7,24.5,fair,25,cast_iron,577.0,2025-04-24T15:04:15.972753,86.3,0.814,17.3,95.0,82.0
network_007,2025-06-29T15:04:15.955978,4.88,89.72,30.562455,-102.08361,8.38,4.29,532.0,6.0,16.0,excellent,7,HDPE,282.0,2025-01-06T15:04:15.972769,70.5,0.907,17.5,77.8,111.0
network_002,2025-06-29T16:04:15.955978,6.61,93.3,36.254966,-114.677512,7.07,0.63,667.0,7.6,24.4,excellent,15,cast_iron,273.0,2025-07-08T15:04:15.972789,86.4,0.989,12.8,87.5,66.0
network_014,2025-06-29T17:04:15.955978,3.18,62.74,25.498142,-95.444134,6.71,0.94,384.0,8.2,25.0,good,49,PVC,361.0,2025-01-24T15:04:15.972813,75.4,0.959,11.9,86.6,29.0
network_016,2025-06-29T18:04:15.955978,6.57,68.58,32.180181,-91.225999,7.72,1.7,206.0,9.7,23.6,poor,42,concrete,101.0,2025-02-23T15:04:15.972845,94.0,0.916,16.9,75.3,112.0
network_016,2025-06-29T19:04:15.955978,4.35,93.65,35.04518,-80.448671,7.8,3.35,327.0,10.4,17.2,fair,34,steel,585.0,2025-06-28T15:04:15.972870,83.7,0.853,16.9,72.6,78.0
network_002,2025-06-29T20:04:15.955978,4.8,73.63,35.364796,-85.496494,7.23,3.23,663.0,11.2,17.6,poor,8,concrete,168.0,2025-05-24T15:04:15.972894,71.7,0.87,20.0,87.4,65.0
network_010,2025-06-29T21:04:15.955978,3.62,54.29,42.735056,-86.297095,7.25,2.26,556.0,10.6,19.1,good,16,PVC,285.0,2025-03-29T15:04:15.972919,85.7,0.939,7.4,94.3,44.0
network_020,2025-06-29T22:04:15.955978,6.4,52.24,30.609329,-88.476266,6.93,4.73,703.0,10.4,24.8,fair,29,concrete,362.0,2025-04-10T15:04:15.972942,77.9,0.893,12.9,93.4,32.0
network_018,2025-06-29T23:04:15.955978,4.33,96.64,30.77063,-116.650521,7.92,4.91,546.0,6.3,24.9,good,12,concrete,512.0,2025-01-11T15:04:15.972967,71.1,0.818,5.9,81.6,35.0
network_017,2025-06-30T00:04:15.955978,4.22,68.66,40.174875,-111.428095,6.51,0.28,474.0,10.3,17.9,good,43,steel,368.0,2025-07-03T15:04:15.973004,74.3,0.816,24.0,89.0,38.0
network_003,2025-06-30T01:04:15.955978,4.98,18.3,44.472217,-97.877202,7.25,2.89,764.0,8.9,23.6,excellent,30,cast_iron,275.0,2024-09-29T15:04:15.973030,71.2,0.924,19.0,80.0,33.0
network_006,2025-06-30T02:04:15.955978,5.63,51.24,48.846135,-104.52983,7.12,2.19,542.0,6.6,20.4,good,38,PVC,247.0,2024-11-16T15:04:15.973059,81.2,0.895,6.0,80.0,43.0
network_011,2025-06-30T03:04:15.955978,6.28,16.48,49.399517,-118.827315,8.24,2.61,361.0,10.0,20.2,fair,13,concrete,427.0,2024-08-01T15:04:15.973086,76.1,0.963,12.8,89.9,69.0
network_020,2025-06-30T04:04:15.955978,3.94,77.44,25.883886,-116.952215,8.34,0.32,609.0,11.2,24.9,excellent,8,cast_iron,578.0,2024-10-31T15:04:15.973113,84.5,0.922,19.3,75.8,38.0
network_005,2025-06-30T05:04:15.955978,6.29,29.15,28.515148,-87.041832,8.42,1.47,263.0,10.3,20.6,poor,36,concrete,178.0,2025-04-06T15:04:15.973141,80.5,0.958,14.2,86.1,27.0
network_013,2025-06-30T06:04:15.955978,5.42,97.17,36.619408,-112.740942,7.96,0.95,302.0,6.6,24.3,poor,45,steel,221.0,2024-09-11T15:04:15.973170,73.6,0.938,22.3,76.1,111.0
network_006,2025-06-30T07:04:15.955978,6.87,61.18,37.684158,-85.513351,7.16,4.28,547.0,8.1,18.9,fair,8,cast_iron,580.0,2024-09-27T15:04:15.973198,82.6,0.937,16.9,92.5,48.0
network_010,2025-06-30T08:04:15.955978,4.0,96.53,38.181109,-98.215694,8.3,3.53,212.0,8.6,18.3,poor,24,HDPE,541.0,2024-09-21T15:04:15.973232,83.9,0.943,15.3,90.8,53.0
network_017,2025-06-30T09:04:15.955978,4.85,20.38,34.333674,-79.707625,8.34,3.45,770.0,11.4,24.3,good,32,HDPE,505.0,2024-08-09T15:04:15.973265,93.4,0.887,20.6,88.4,67.0
network_017,2025-06-30T10:04:15.955978,4.44,55.92,35.725847,-83.081672,7.14,4.25,619.0,10.5,19.2,poor,47,HDPE,540.0,2025-05-01T15:04:15.973295,77.5,0.98,8.0,78.8,79.0
network_008,2025-06-30T11:04:15.955978,3.0,94.59,44.235609,-117.951651,7.15,2.82,457.0,6.7,22.1,poor,40,PVC,589.0,2024-12-06T15:04:15.973321,72.7,0.877,14.4,70.2,55.0
network_011,2025-06-30T12:04:15.955978,6.21,66.76,30.469104,-114.05922,7.86,0.05,534.0,8.2,22.3,poor,5,PVC,491.0,2025-02-14T15:04:15.973365,87.0,0.961,5.9,77.3,51.0
network_017,2025-06-30T13:04:15.955978,4.11,18.13,32.424162,-93.177931,7.29,0.27,741.0,7.6,19.4,excellent,20,concrete,559.0,2024-08-12T15:04:15.973395,72.1,0.941,23.9,75.0,107.0
network_011,2025-06-30T14:04:15.955978,4.64,34.07,30.014017,-108.297261,7.12,2.92,469.0,7.8,17.3,poor,44,steel,469.0,2024-07-25T15:04:15.973416,93.3,0.96,13.8,82.0,79.0
network_010,2025-06-30T15:04:15.955978,4.4,11.47,40.211753,-71.442005,7.75,1.93,384.0,12.0,16.4,good,45,cast_iron,366.0,2024-07-23T15:04:15.973432,94.9,0.967,19.1,89.0,34.0
network_010,2025-06-30T16:04:15.955978,5.84,84.84,37.615002,-80.116033,7.29,2.2,320.0,7.6,20.5,good,13,cast_iron,349.0,2025-02-16T15:04:15.973448,87.2,0.881,15.0,72.0,110.0
network_008,2025-06-30T17:04:15.955978,6.96,98.79,30.406564,-118.892741,7.22,0.6,212.0,9.1,18.1,fair,22,HDPE,552.0,2025-06-23T15:04:15.973466,75.1,0.84,12.0,84.0,105.0
network_007,2025-06-30T18:04:15.955978,5.26,93.02,25.429975,-82.973372,8.06,2.27,703.0,11.1,22.5,fair,47,HDPE,510.0,2025-03-05T15:04:15.973482,80.7,0.989,9.6,86.6,118.0
network_020,2025-06-30T19:04:15.955978,5.95,28.88,42.972847,-71.875056,6.73,4.54,369.0,6.8,20.1,good,38,steel,114.0,2025-02-18T15:04:15.973498,86.3,0.815,9.6,70.8,119.0
network_010,2025-06-30T20:04:15.955978,4.0,92.75,28.354524,-75.624547,6.89,4.79,290.0,8.1,24.0,poor,10,cast_iron,204.0,2025-02-11T15:04:15.973516,76.1,0.858,15.8,72.2,32.0
network_002,2025-06-30T21:04:15.955978,5.41,81.42,40.438504,-108.622824,8.43,0.23,409.0,8.1,21.8,good,18,concrete,258.0,2025-05-30T15:04:15.973532,79.2,0.987,9.9,80.5,22.0
network_014,2025-06-30T22:04:15.955978,5.84,76.5,31.442911,-107.684141,8.16,1.13,757.0,10.9,24.9,fair,36,HDPE,160.0,2025-05-20T15:04:15.973548,88.7,0.918,6.2,81.5,60.0
network_016,2025-06-30T23:04:15.955978,6.85,98.9,39.47324,-77.693257,7.67,2.75,599.0,11.0,20.8,poor,28,PVC,169.0,2024-07-21T15:04:15.973563,95.0,0.901,13.8,87.9,53.0
network_002,2025-07-01T00:04:15.955978,5.79,79.04,36.044457,-88.258754,8.15,2.86,409.0,8.4,24.5,excellent,27,HDPE,183.0,2024-10-06T15:04:15.973579,71.8,0.88,24.0,78.1,51.0
network_008,2025-07-01T01:04:15.955978,3.91,39.39,40.669762,-76.457884,8.07,2.28,365.0,10.1,15.8,excellent,40,HDPE,234.0,2024-09-30T15:04:15.973597,78.0,0.979,21.8,82.9,24.0
network_008,2025-07-01T02:04:15.955978,5.01,29.94,45.469785,-88.37095,6.88,1.8,674.0,11.1,20.8,good,49,PVC,444.0,2024-12-30T15:04:15.973615,91.6,0.95,13.0,87.7,83.0
network_008,2025-07-01T03:04:15.955978,5.95,35.51,37.002638,-85.507637,6.76,0.79,549.0,11.8,20.2,poor,15,cast_iron,536.0,2024-07-19T15:04:15.973635,86.7,0.898,21.0,77.5,85.0
network_017,2025-07-01T04:04:15.955978,4.97,67.16,35.234594,-115.767472,7.21,0.7,422.0,7.7,17.4,good,26,PVC,150.0,2024-10-30T15:04:15.973660,90.1,0.89,19.2,86.4,28.0
network_015,2025-07-01T05:04:15.955978,4.44,47.78,34.930586,-108.063851,7.08,2.69,379.0,8.3,20.9,good,10,PVC,359.0,2024-11-02T15:04:15.973695,74.2,0.924,16.0,83.2,107.0
network_017,2025-07-01T06:04:15.955978,4.61,44.6,44.003554,-104.643531,8.21,0.7,656.0,9.9,19.7,fair,5,cast_iron,155.0,2025-06-25T15:04:15.973729,84.3,0.933,15.5,80.1,17.0
network_018,2025-07-01T07:04:15.955978,5.58,93.04,43.679203,-83.858353,6.8,1.49,231.0,11.8,23.2,good,7,concrete,416.0,2024-08-10T15:04:15.973746,83.0,0.926,19.8,81.7,76.0
network_008,2025-07-01T08:04:15.955978,6.89,46.52,48.900875,-113.15056,6.79,1.47,603.0,7.5,20.0,fair,20,steel,556.0,2024-07-21T15:04:15.973762,92.7,0.827,7.2,78.9,85.0
network_006,2025-07-01T09:04:15.955978,5.47,98.67,41.230108,-92.907949,6.82,3.11,713.0,6.8,21.6,good,41,HDPE,294.0,2025-06-21T15:04:15.973779,82.1,0.806,11.4,79.5,91.0
network_010,2025-07-01T10:04:15.955978,6.14,69.65,35.804988,-97.141663,8.03,3.09,726.0,7.0,19.3,poor,27,PVC,572.0,2024-11-25T15:04:15.973807,93.1,0.955,15.0,73.6,108.0
network_014,2025-07-01T11:04:15.955978,3.72,26.23,27.520315,-109.787466,7.7,4.48,688.0,11.2,15.3,fair,13,cast_iron,142.0,2024-11-18T15:04:15.973884,75.4,0.982,18.4,77.5,53.0
network_011,2025-07-01T12:04:15.955978,5.1,34.7,39.752356,-88.745896,7.67,4.99,619.0,7.1,19.7,good,40,cast_iron,244.0,2024-11-27T15:04:15.973916,93.9,0.934,18.2,73.6,26.0
network_020,2025-07-01T13:04:15.955978,4.14,63.89,32.008677,-102.162567,8.47,1.84,403.0,9.9,24.0,excellent,34,concrete,302.0,2025-03-30T15:04:15.973944,87.4,0.985,6.8,79.7,37.0
network_009,2025-07-01T14:04:15.955978,5.28,49.56,46.544223,-95.26149,7.93,3.99,621.0,9.0,17.3,fair,11,HDPE,170.0,2024-08-04T15:04:15.973968,87.2,0.976,20.5,74.9,81.0
network_011,2025-07-01T15:04:15.955978,4.1,95.28,42.456781,-102.275145,8.1,3.69,616.0,8.0,23.5,excellent,31,concrete,288.0,2024-12-08T15:04:15.973995,71.7,0.86,21.2,81.1,118.0
network_010,2025-07-01T16:04:15.955978,4.08,93.73,36.76535,-108.392905,6.73,0.23,238.0,7.6,15.6,fair,13,concrete,537.0,2025-05-25T15:04:15.974027,83.6,0.816,20.0,82.1,45.0
network_009,2025-07-01T17:04:15.955978,3.35,96.39,36.123883,-84.317887,7.22,1.95,800.0,6.0,22.5,fair,38,concrete,297.0,2025-01-14T15:04:15.974054,70.4,0.818,20.1,79.1,98.0
network_016,2025-07-01T18:04:15.955978,3.2,33.1,32.612488,-83.815594,8.37,3.52,293.0,11.8,22.7,fair,49,HDPE,129.0,2025-01-10T15:04:15.974081,93.4,0.925,15.5,83.7,47.0
network_012,2025-07-01T19:04:15.955978,6.43,15.7,45.598331,-84.847488,8.03,0.35,445.0,10.4,19.5,poor,11,cast_iron,254.0,2025-06-26T15:04:15.974117,74.4,0.899,22.9,75.5,52.0
network_009,2025-07-01T20:04:15.955978,3.37,57.95,42.78158,-117.851362,6.69,3.02,744.0,9.7,23.7,fair,8,concrete,275.0,2025-07-05T15:04:15.974144,75.4,0.934,15.9,86.9,118.0
