device_id,timestamp,consumption,flow_rate,pressure,temperature,ph,turbidity,conductivity,dissolved_oxygen,lat,lng
iot_device_039,2025-07-06T23:04:15.750604,39.97,4.1,3.63,20.4,7.68,0.25,204.0,11.0,29.773616,-116.910633
iot_device_007,2025-07-07T00:04:15.750604,10.1,1.81,5.78,18.4,7.59,3.93,582.0,11.8,27.287236,-96.343102
iot_device_046,2025-07-07T01:04:15.750604,35.48,3.0,5.93,18.4,7.49,3.53,616.0,11.1,28.808768,-118.876433
iot_device_046,2025-07-07T02:04:15.750604,37.76,4.49,3.74,17.5,6.61,4.19,570.0,7.7,45.873538,-77.999421
iot_device_046,2025-07-07T03:04:15.750604,11.76,0.67,3.1,18.7,8.33,2.34,525.0,10.2,29.000018,-94.540821
iot_device_045,2025-07-07T04:04:15.750604,12.23,3.17,5.39,24.4,8.22,4.2,722.0,9.8,48.964589,-115.410081
iot_device_009,2025-07-07T05:04:15.750604,25.8,2.96,5.67,16.9,6.92,1.72,497.0,8.1,29.851759,-71.7101
iot_device_034,2025-07-07T06:04:15.750604,144.98,4.49,3.13,21.6,7.13,2.16,521.0,9.1,36.713049,-111.182753
iot_device_010,2025-07-07T07:04:15.750604,127.15,4.75,4.14,20.5,8.23,0.65,294.0,8.2,39.045462,-108.039061
iot_device_008,2025-07-07T08:04:15.750604,112.0,3.62,4.01,21.9,6.7,3.26,741.0,9.5,30.517484,-108.63243
iot_device_020,2025-07-07T09:04:15.750604,100.8,4.73,5.61,17.7,8.48,0.97,473.0,9.6,44.558544,-112.236302
iot_device_004,2025-07-07T10:04:15.750604,10.73,1.57,5.15,17.4,7.93,2.77,730.0,7.1,42.656844,-83.046891
iot_device_027,2025-07-07T11:04:15.750604,21.42,3.63,4.58,16.7,7.3,4.44,745.0,10.2,30.486547,-92.450607
iot_device_016,2025-07-07T12:04:15.750604,11.31,4.84,5.97,20.6,7.72,3.4,662.0,6.9,47.121719,-117.577563
iot_device_047,2025-07-07T13:04:15.750604,33.14,0.7,3.93,19.4,7.22,2.81,245.0,6.4,44.949027,-100.347657
iot_device_016,2025-07-07T14:04:15.750604,32.2,3.81,6.94,21.3,8.2,0.18,537.0,6.1,34.154518,-90.77289
iot_device_044,2025-07-07T15:04:15.750604,10.29,2.49,4.37,15.0,7.15,3.35,754.0,6.9,26.851537,-118.52371
iot_device_006,2025-07-07T16:04:15.750604,16.46,3.95,6.91,21.4,7.61,2.79,441.0,8.0,35.408735,-117.653956
iot_device_009,2025-07-07T17:04:15.750604,34.37,4.4,7.05,16.6,8.03,1.03,646.0,10.3,45.587026,-105.424354
iot_device_016,2025-07-07T18:04:15.750604,146.22,3.41,5.59,19.5,7.2,2.34,344.0,9.4,29.252869,-75.439799
iot_device_029,2025-07-07T19:04:15.750604,107.35,3.54,6.96,18.2,6.8,0.12,456.0,8.6,25.461961,-105.965122
iot_device_049,2025-07-07T20:04:15.750604,99.28,3.91,7.1,23.6,6.86,2.44,382.0,8.4,34.404171,-89.305045
iot_device_004,2025-07-07T21:04:15.750604,125.93,2.79,4.46,16.7,6.97,4.73,750.0,6.0,25.850772,-81.809402
iot_device_021,2025-07-07T22:04:15.750604,117.5,4.6,4.09,21.4,7.05,1.38,617.0,10.8,30.979616,-101.580044
iot_device_010,2025-07-07T23:04:15.750604,18.9,2.42,3.71,16.3,7.84,4.93,349.0,10.3,30.319114,-70.364852
iot_device_028,2025-07-08T00:04:15.750604,16.32,4.58,2.98,20.7,7.52,3.75,492.0,11.3,39.207714,-90.370503
iot_device_043,2025-07-08T01:04:15.750604,34.14,2.81,3.45,16.1,7.3,4.66,372.0,10.9,26.597001,-103.207552
iot_device_011,2025-07-08T02:04:15.750604,29.64,0.51,6.59,24.5,7.14,3.08,313.0,6.3,28.464495,-93.889631
iot_device_007,2025-07-08T03:04:15.750604,31.0,2.8,2.7,15.5,7.03,4.55,594.0,7.4,36.18096,-92.815962
iot_device_013,2025-07-08T04:04:15.750604,30.67,2.95,6.42,21.8,8.14,2.4,433.0,7.6,27.458597,-76.870018
iot_device_029,2025-07-08T05:04:15.750604,17.62,4.28,7.16,20.4,6.83,0.49,683.0,9.2,37.940338,-86.254157
iot_device_009,2025-07-08T06:04:15.750604,67.66,4.47,6.14,18.9,8.36,4.56,356.0,9.5,33.584478,-118.310246
iot_device_027,2025-07-08T07:04:15.750604,59.74,1.76,4.4,22.2,6.87,4.22,624.0,8.1,46.298262,-92.435244
iot_device_043,2025-07-08T08:04:15.750604,118.96,0.89,6.76,15.1,6.59,4.05,441.0,10.2,31.277979,-90.569404
iot_device_008,2025-07-08T09:04:15.750604,117.36,0.53,6.34,16.4,6.83,3.42,667.0,11.4,30.852065,-97.810955
iot_device_019,2025-07-08T10:04:15.750604,36.79,4.9,4.52,21.3,7.04,2.66,660.0,9.1,30.395906,-103.160929
iot_device_021,2025-07-08T11:04:15.750604,30.68,1.62,5.52,24.0,6.87,2.86,417.0,11.7,39.157529,-102.53502
iot_device_018,2025-07-08T12:04:15.750604,23.94,3.38,5.52,18.8,8.01,3.86,580.0,10.8,41.664998,-82.736046
iot_device_038,2025-07-08T13:04:15.750604,18.94,4.46,6.57,16.8,8.4,2.91,651.0,11.7,32.206858,-111.174073
iot_device_037,2025-07-08T14:04:15.750604,13.57,3.57,4.25,21.3,6.77,0.63,681.0,10.0,36.431971,-94.943318
iot_device_040,2025-07-08T15:04:15.750604,23.54,4.41,3.72,23.3,6.73,4.25,288.0,8.3,38.946605,-80.472367
iot_device_015,2025-07-08T16:04:15.750604,31.41,3.72,6.56,22.4,6.89,0.32,606.0,7.7,25.314267,-71.876776
iot_device_044,2025-07-08T17:04:15.750604,32.74,4.18,4.97,16.1,7.19,3.87,326.0,11.1,27.676287,-112.751136
iot_device_004,2025-07-08T18:04:15.750604,163.41,2.42,5.96,20.8,8.11,3.13,205.0,8.1,48.812378,-80.984873
iot_device_050,2025-07-08T19:04:15.750604,129.4,4.02,5.48,22.4,8.36,2.45,711.0,6.6,28.973834,-80.40427
iot_device_044,2025-07-08T20:04:15.750604,76.44,4.27,7.03,19.2,7.43,3.22,641.0,7.2,39.366421,-118.563618
iot_device_028,2025-07-08T21:04:15.750604,92.57,4.82,5.44,22.5,7.95,2.59,257.0,9.0,46.269603,-109.948176
iot_device_002,2025-07-08T22:04:15.750604,76.42,0.83,4.89,17.9,7.65,4.48,365.0,8.3,47.656053,-111.879724
iot_device_037,2025-07-08T23:04:15.750604,35.24,3.35,4.17,24.0,8.24,2.96,440.0,11.1,37.164387,-90.648788
iot_device_025,2025-07-09T00:04:15.750604,22.95,0.77,6.38,15.8,6.62,0.21,561.0,10.9,34.432294,-70.607577
iot_device_047,2025-07-09T01:04:15.750604,13.4,3.82,2.05,17.5,6.62,1.93,702.0,11.8,43.86181,-98.2111
iot_device_034,2025-07-09T02:04:15.750604,14.05,3.13,6.03,21.6,6.71,3.95,546.0,8.9,43.668573,-95.869575
iot_device_041,2025-07-09T03:04:15.750604,18.89,2.03,7.31,19.6,7.46,2.85,768.0,8.0,34.899819,-116.000502
iot_device_014,2025-07-09T04:04:15.750604,36.45,0.91,4.14,22.2,7.1,1.71,708.0,8.6,29.125464,-118.646559
iot_device_043,2025-07-09T05:04:15.750604,39.31,2.36,3.77,22.1,6.84,1.87,585.0,11.3,27.542376,-100.013261
iot_device_046,2025-07-09T06:04:15.750604,64.59,2.01,7.54,18.0,6.77,1.8,210.0,6.5,39.763706,-100.577442
iot_device_044,2025-07-09T07:04:15.750604,62.9,4.11,4.16,18.8,7.46,2.85,582.0,9.6,33.014178,-73.244435
iot_device_044,2025-07-09T08:04:15.750604,52.48,1.6,2.17,21.6,7.22,0.33,584.0,8.0,46.55232,-101.40315
iot_device_050,2025-07-09T09:04:15.750604,126.4,2.69,4.15,16.3,6.68,0.82,272.0,10.3,30.058467,-110.916703
iot_device_002,2025-07-09T10:04:15.750604,14.23,1.3,3.1,21.2,6.72,1.93,316.0,10.8,44.107145,-104.302093
iot_device_036,2025-07-09T11:04:15.750604,32.69,1.43,5.58,18.1,7.49,4.06,757.0,6.8,29.383493,-74.027822
iot_device_048,2025-07-09T12:04:15.750604,34.97,3.51,4.33,17.6,8.18,3.48,559.0,10.9,33.557942,-72.315019
iot_device_026,2025-07-09T13:04:15.750604,11.64,0.58,5.44,15.6,6.53,0.85,670.0,10.0,42.030931,-96.892716
iot_device_040,2025-07-09T14:04:15.750604,32.73,4.67,5.16,16.6,7.07,1.86,730.0,8.6,40.054778,-92.765354
iot_device_038,2025-07-09T15:04:15.750604,33.77,2.54,7.68,17.2,6.84,4.3,712.0,8.3,29.246725,-99.473231
iot_device_006,2025-07-09T16:04:15.750604,29.58,1.83,3.2,15.2,6.8,3.2,341.0,9.4,42.249536,-114.633284
iot_device_003,2025-07-09T17:04:15.750604,35.16,0.64,2.4,21.6,7.24,3.42,753.0,6.8,33.432402,-115.080732
iot_device_008,2025-07-09T18:04:15.750604,155.5,4.13,5.28,20.0,7.29,0.74,322.0,12.0,41.514989,-114.815355
iot_device_048,2025-07-09T19:04:15.750604,118.16,4.4,7.78,19.3,6.99,3.9,652.0,9.2,35.006601,-86.539842
iot_device_043,2025-07-09T20:04:15.750604,468.01,4.11,2.3,23.3,8.17,3.15,743.0,10.3,45.832026,-74.035205
iot_device_048,2025-07-09T21:04:15.750604,341.12,2.55,2.9,23.7,7.4,2.15,479.0,7.5,37.839477,-88.873888
iot_device_034,2025-07-09T22:04:15.750604,152.19,1.7,4.63,17.2,7.98,0.24,659.0,10.6,49.005824,-70.579425
iot_device_048,2025-07-09T23:04:15.750604,33.54,2.67,2.92,15.7,8.3,0.22,544.0,6.5,31.426479,-111.355663
iot_device_005,2025-07-10T00:04:15.750604,26.53,2.04,6.51,23.0,8.21,4.88,644.0,6.2,44.529868,-117.56657
iot_device_011,2025-07-10T01:04:15.750604,13.96,0.73,7.57,22.0,7.56,3.28,692.0,11.1,38.925009,-113.002149
iot_device_050,2025-07-10T02:04:15.750604,10.19,4.06,4.68,19.6,8.09,3.86,790.0,10.6,36.469628,-106.540702
iot_device_033,2025-07-10T03:04:15.750604,14.71,2.61,5.38,15.1,7.19,3.37,527.0,9.0,49.043054,-77.26326
iot_device_010,2025-07-10T04:04:15.750604,31.63,1.25,2.23,18.4,6.53,4.07,301.0,7.7,38.461028,-118.81607
iot_device_041,2025-07-10T05:04:15.750604,25.13,3.23,7.45,15.9,7.37,3.28,633.0,7.6,47.240673,-107.844461
iot_device_035,2025-07-10T06:04:15.750604,135.89,4.59,7.16,24.4,7.01,1.15,361.0,8.7,42.754512,-80.41956
iot_device_047,2025-07-10T07:04:15.750604,84.65,4.47,6.63,21.5,7.44,2.59,610.0,11.1,41.744546,-99.96367
iot_device_005,2025-07-10T08:04:15.750604,107.7,3.88,2.32,20.4,7.66,1.74,293.0,10.3,49.002653,-71.01277
iot_device_047,2025-07-10T09:04:15.750604,109.76,1.03,6.85,24.0,6.89,2.75,687.0,6.2,30.283335,-72.834102
iot_device_035,2025-07-10T10:04:15.750604,16.52,2.89,3.97,23.3,8.45,3.56,795.0,6.0,33.258032,-103.229495
iot_device_036,2025-07-10T11:04:15.750604,31.87,2.28,7.55,21.7,8.46,4.72,536.0,11.9,35.469717,-92.646567
iot_device_041,2025-07-10T12:04:15.750604,18.48,3.06,7.49,19.3,7.91,1.89,340.0,10.6,38.829496,-99.26795
iot_device_023,2025-07-10T13:04:15.750604,21.97,2.68,5.06,20.2,7.3,3.76,264.0,7.8,36.197087,-73.645775
iot_device_037,2025-07-10T14:04:15.750604,24.25,2.94,7.12,24.2,8.26,2.16,246.0,9.8,25.254431,-98.102557
iot_device_003,2025-07-10T15:04:15.750604,37.67,4.46,7.48,16.0,6.82,3.18,612.0,7.9,27.717064,-84.235426
iot_device_039,2025-07-10T16:04:15.750604,11.05,4.7,3.3,17.1,7.05,3.89,732.0,8.8,31.601615,-94.870398
iot_device_026,2025-07-10T17:04:15.750604,12.97,2.62,4.69,22.7,7.36,2.21,601.0,9.0,25.72898,-103.352869
iot_device_016,2025-07-10T18:04:15.750604,105.74,0.58,4.24,16.5,6.6,2.72,685.0,7.0,28.054696,-83.048741
iot_device_005,2025-07-10T19:04:15.750604,70.07,2.42,4.1,18.1,7.43,4.54,791.0,6.2,27.594365,-115.766187
iot_device_021,2025-07-10T20:04:15.750604,119.24,2.36,3.68,20.5,7.9,4.5,608.0,10.4,38.538926,-110.847365
iot_device_023,2025-07-10T21:04:15.750604,113.22,3.77,2.96,19.0,7.22,2.03,310.0,8.2,42.920922,-98.587368
iot_device_036,2025-07-10T22:04:15.750604,138.19,1.5,3.57,18.8,8.34,4.65,495.0,8.0,48.85869,-102.775078
iot_device_041,2025-07-10T23:04:15.750604,38.55,2.12,2.28,19.7,7.0,0.36,744.0,8.0,47.022415,-93.540304
iot_device_031,2025-07-11T00:04:15.750604,12.4,3.71,7.47,23.1,7.04,4.57,429.0,9.3,44.307931,-118.633481
iot_device_024,2025-07-11T01:04:15.750604,12.03,3.67,6.41,21.1,7.34,1.8,461.0,6.3,34.668128,-118.069623
iot_device_049,2025-07-11T02:04:15.750604,11.4,3.46,4.95,20.3,7.4,1.39,717.0,9.6,43.590348,-92.060369
iot_device_031,2025-07-11T03:04:15.750604,23.6,3.11,4.94,23.9,7.01,1.15,551.0,7.3,37.613763,-106.619386
iot_device_006,2025-07-11T04:04:15.750604,13.63,2.66,7.82,24.6,6.92,2.48,685.0,7.0,44.607987,-91.376067
iot_device_049,2025-07-11T05:04:15.750604,20.83,4.34,4.59,19.7,6.8,3.49,577.0,10.3,47.352719,-108.592264
iot_device_003,2025-07-11T06:04:15.750604,135.09,2.38,7.43,21.0,7.05,4.18,785.0,10.9,25.018048,-83.57039
iot_device_039,2025-07-11T07:04:15.750604,111.84,4.57,3.79,20.5,8.28,4.1,561.0,11.4,37.818981,-99.888819
iot_device_047,2025-07-11T08:04:15.750604,310.55,3.92,4.2,21.6,7.05,4.95,341.0,11.6,41.315201,-83.201657
iot_device_028,2025-07-11T09:04:15.750604,141.71,4.12,2.83,24.2,6.94,3.3,751.0,8.4,30.859974,-100.074499
iot_device_047,2025-07-11T10:04:15.750604,24.78,2.78,5.86,17.7,8.47,0.62,699.0,10.3,46.831903,-101.548451
iot_device_024,2025-07-11T11:04:15.750604,11.25,4.5,5.24,20.7,7.72,0.78,775.0,8.8,49.729012,-106.046069
iot_device_032,2025-07-11T12:04:15.750604,23.69,1.56,4.15,16.3,7.45,3.61,217.0,9.2,46.42423,-101.797061
iot_device_006,2025-07-11T13:04:15.750604,19.91,4.35,4.07,23.3,6.91,2.26,324.0,11.9,49.240622,-114.868075
iot_device_042,2025-07-11T14:04:15.750604,18.68,3.11,2.04,24.7,7.43,0.78,445.0,7.0,46.430114,-95.801782
iot_device_008,2025-07-11T15:04:15.750604,19.55,2.85,2.52,21.1,6.91,1.71,328.0,9.0,29.897203,-86.893252
iot_device_014,2025-07-11T16:04:15.750604,17.07,2.69,5.63,16.8,8.37,0.98,658.0,8.8,29.876893,-72.612271
iot_device_036,2025-07-11T17:04:15.750604,25.12,3.91,6.77,22.7,8.49,3.5,204.0,11.0,34.3182,-114.980423
iot_device_030,2025-07-11T18:04:15.750604,92.74,0.55,5.37,16.6,6.68,3.39,237.0,9.7,47.955635,-74.622554
iot_device_021,2025-07-11T19:04:15.750604,160.52,0.97,5.9,22.6,7.6,2.02,545.0,6.4,44.263707,-92.172497
iot_device_009,2025-07-11T20:04:15.750604,135.13,3.53,3.1,16.3,8.01,3.08,722.0,10.3,27.689501,-87.265993
iot_device_020,2025-07-11T21:04:15.750604,92.05,3.25,6.93,20.3,6.7,0.66,779.0,7.3,41.823188,-103.593391
iot_device_038,2025-07-11T22:04:15.750604,112.88,2.68,5.4,16.3,7.28,3.17,642.0,11.6,37.749461,-105.087759
iot_device_014,2025-07-11T23:04:15.750604,20.83,3.35,3.89,20.6,7.55,0.33,543.0,7.3,48.76113,-101.731639
iot_device_017,2025-07-12T00:04:15.750604,34.64,4.55,2.49,20.9,6.77,2.69,753.0,9.7,29.529543,-86.646021
iot_device_007,2025-07-12T01:04:15.750604,20.48,2.82,2.44,21.5,7.2,1.04,347.0,10.0,35.133212,-112.469859
iot_device_030,2025-07-12T02:04:15.750604,19.98,1.4,6.63,24.0,8.16,0.31,254.0,11.3,40.996863,-81.439309
iot_device_007,2025-07-12T03:04:15.750604,35.32,1.92,3.25,21.7,7.9,4.4,491.0,10.5,36.461853,-81.721319
iot_device_022,2025-07-12T04:04:15.750604,27.67,1.19,5.14,16.5,6.5,1.15,534.0,6.5,45.995735,-116.302278
iot_device_013,2025-07-12T05:04:15.750604,22.7,3.88,2.2,18.0,8.4,1.97,452.0,8.6,48.604441,-93.499535
iot_device_036,2025-07-12T06:04:15.750604,73.85,4.88,4.89,22.3,7.58,1.5,374.0,7.2,25.524718,-114.322259
iot_device_022,2025-07-12T07:04:15.750604,108.36,3.83,6.29,16.0,7.17,3.96,260.0,8.8,44.678567,-70.404562
iot_device_018,2025-07-12T08:04:15.750604,88.1,1.97,3.56,16.9,8.16,1.37,363.0,7.5,38.883864,-97.164784
iot_device_006,2025-07-12T09:04:15.750604,50.57,1.08,7.55,19.7,7.74,1.46,796.0,10.6,38.87658,-105.983651
iot_device_009,2025-07-12T10:04:15.750604,12.46,0.66,4.32,24.6,6.55,1.53,606.0,7.0,33.928453,-96.174986
iot_device_039,2025-07-12T11:04:15.750604,36.1,4.87,7.83,15.2,6.93,3.65,524.0,8.8,28.882881,-86.759406
iot_device_029,2025-07-12T12:04:15.750604,24.52,1.5,2.6,23.9,8.02,4.62,758.0,10.5,31.800844,-83.269437
iot_device_002,2025-07-12T13:04:15.750604,31.89,4.78,5.46,16.4,6.94,2.03,499.0,6.1,43.19271,-77.559171
iot_device_021,2025-07-12T14:04:15.750604,23.38,1.28,3.5,22.9,7.8,1.33,684.0,8.3,26.107306,-116.812987
iot_device_011,2025-07-12T15:04:15.750604,32.87,1.21,7.44,21.1,6.68,2.88,675.0,8.8,25.337126,-92.83814
iot_device_037,2025-07-12T16:04:15.750604,30.95,3.12,3.49,19.9,8.25,0.29,787.0,6.9,34.098001,-70.627786
iot_device_004,2025-07-12T17:04:15.750604,21.9,1.2,2.97,16.8,8.37,0.69,486.0,7.6,28.869833,-103.782766
iot_device_016,2025-07-12T18:04:15.750604,62.28,4.89,6.82,16.4,6.86,3.17,476.0,9.4,33.566632,-92.410562
iot_device_016,2025-07-12T19:04:15.750604,102.7,2.39,5.71,20.3,7.85,0.04,581.0,8.7,36.292004,-70.10985
iot_device_024,2025-07-12T20:04:15.750604,142.13,2.41,7.41,20.0,8.26,4.21,752.0,6.8,25.728855,-74.427851
iot_device_011,2025-07-12T21:04:15.750604,492.1,1.19,7.75,19.2,7.07,1.95,396.0,6.7,30.051514,-72.50282
iot_device_030,2025-07-12T22:04:15.750604,135.37,0.81,6.49,19.2,7.6,4.5,741.0,6.7,45.960478,-70.933072
iot_device_038,2025-07-12T23:04:15.750604,26.55,3.22,2.66,22.0,6.63,2.25,645.0,10.2,30.847871,-117.960511
iot_device_045,2025-07-13T00:04:15.750604,34.14,4.6,6.77,23.0,8.22,1.19,762.0,8.9,29.426036,-119.459022
iot_device_003,2025-07-13T01:04:15.750604,35.19,2.34,4.25,24.8,7.21,1.83,458.0,6.7,47.49654,-108.168545
iot_device_045,2025-07-13T02:04:15.750604,13.27,4.93,2.63,18.9,7.17,4.21,282.0,11.3,30.593576,-93.720911
iot_device_008,2025-07-13T03:04:15.750604,27.88,4.36,3.89,20.1,7.57,3.75,449.0,8.7,28.968743,-88.746293
iot_device_015,2025-07-13T04:04:15.750604,23.77,3.64,6.93,18.5,7.91,1.29,442.0,11.1,31.611312,-75.423106
iot_device_001,2025-07-13T05:04:15.750604,16.69,4.23,3.34,24.9,8.46,4.79,293.0,6.4,36.835447,-92.146456
iot_device_044,2025-07-13T06:04:15.750604,301.24,4.17,4.82,21.8,6.97,2.93,674.0,10.5,31.141733,-98.829342
iot_device_049,2025-07-13T07:04:15.750604,63.57,0.87,5.46,22.7,7.05,2.78,636.0,8.2,40.14213,-94.633814
iot_device_049,2025-07-13T08:04:15.750604,98.47,3.27,6.89,22.5,8.5,0.01,226.0,11.2,45.795309,-75.250862
iot_device_031,2025-07-13T09:04:15.750604,106.68,0.96,7.76,17.6,6.77,4.39,577.0,7.9,30.62694,-87.970621
iot_device_036,2025-07-13T10:04:15.750604,18.32,3.49,2.24,15.9,7.56,2.52,662.0,9.1,30.162765,-97.562592
iot_device_043,2025-07-13T11:04:15.750604,20.19,3.04,7.45,22.5,6.99,4.0,530.0,6.7,35.999268,-108.478658
iot_device_032,2025-07-13T12:04:15.750604,13.16,3.21,7.68,15.4,7.17,1.83,652.0,7.0,25.515279,-108.366588
iot_device_003,2025-07-13T13:04:15.750604,33.1,2.69,3.09,18.5,8.3,2.11,537.0,6.6,41.677957,-89.822011
iot_device_016,2025-07-13T14:04:15.750604,180.53,2.8,7.22,19.9,7.79,2.23,737.0,9.1,42.346464,-91.610586
iot_device_028,2025-07-13T15:04:15.750604,11.8,0.64,6.87,17.2,7.35,2.78,437.0,11.1,49.159608,-106.783824
iot_device_011,2025-07-13T16:04:15.750604,27.3,3.21,4.33,19.1,8.24,1.35,665.0,10.5,49.186975,-104.128214
iot_device_025,2025-07-13T17:04:15.750604,23.13,4.14,2.17,22.5,8.03,2.81,367.0,10.0,41.936641,-95.69507
iot_device_011,2025-07-13T18:04:15.750604,146.96,1.15,6.9,16.6,6.6,0.79,737.0,11.2,35.882127,-95.087874
iot_device_043,2025-07-13T19:04:15.750604,178.71,0.67,4.16,19.6,6.58,4.93,597.0,10.3,35.251636,-72.977904
iot_device_032,2025-07-13T20:04:15.750604,135.22,2.49,7.71,17.4,7.3,0.91,454.0,6.4,49.262916,-114.86793
iot_device_026,2025-07-13T21:04:15.750604,95.49,2.07,4.9,21.6,6.62,0.26,378.0,9.3,31.29669,-80.547442
iot_device_028,2025-07-13T22:04:15.750604,163.46,2.61,4.35,16.9,6.81,3.32,494.0,10.3,42.976543,-103.078594
iot_device_023,2025-07-13T23:04:15.750604,17.44,0.93,7.21,16.0,7.14,2.4,406.0,7.0,40.364105,-80.096675
iot_device_026,2025-07-14T00:04:15.750604,38.05,3.1,4.71,18.2,8.21,4.67,221.0,8.8,33.458396,-97.859068
iot_device_037,2025-07-14T01:04:15.750604,65.45,3.3,6.52,21.2,7.01,3.65,741.0,11.3,48.126389,-108.681692
iot_device_017,2025-07-14T02:04:15.750604,15.4,2.89,3.77,18.9,7.62,0.58,512.0,11.9,31.565968,-101.261285
iot_device_047,2025-07-14T03:04:15.750604,31.28,3.71,3.54,20.3,7.13,2.18,240.0,11.5,40.616455,-80.729251
iot_device_017,2025-07-14T04:04:15.750604,38.2,3.39,2.46,24.2,7.43,1.21,539.0,6.0,27.310439,-116.943174
iot_device_041,2025-07-14T05:04:15.750604,10.25,1.74,5.12,16.9,7.59,1.43,453.0,9.6,29.926648,-72.127129
iot_device_003,2025-07-14T06:04:15.750604,145.6,2.36,3.42,24.8,6.84,1.71,337.0,10.5,40.593044,-99.41494
iot_device_049,2025-07-14T07:04:15.750604,125.92,1.09,5.01,20.9,7.0,4.43,290.0,10.8,34.711101,-79.999386
iot_device_013,2025-07-14T08:04:15.750604,686.08,3.41,7.39,19.5,7.63,1.18,236.0,9.9,30.837162,-114.882851
iot_device_030,2025-07-14T09:04:15.750604,124.3,2.97,7.79,21.3,6.86,0.81,317.0,9.8,41.853583,-99.803908
iot_device_034,2025-07-14T10:04:15.750604,27.47,4.41,4.3,19.3,8.41,3.71,369.0,8.3,34.666808,-97.523466
iot_device_036,2025-07-14T11:04:15.750604,27.48,4.96,3.35,23.7,7.11,4.41,461.0,9.9,46.047814,-105.963945
iot_device_013,2025-07-14T12:04:15.750604,11.18,3.67,6.97,23.5,7.83,1.57,398.0,6.2,49.512666,-110.755348
iot_device_050,2025-07-14T13:04:15.750604,17.39,0.99,2.22,19.5,6.95,3.93,686.0,6.1,47.077177,-89.416415
iot_device_043,2025-07-14T14:04:15.750604,18.91,1.41,7.71,16.9,6.79,1.22,685.0,6.1,47.045963,-91.292933
iot_device_017,2025-07-14T15:04:15.750604,11.36,0.56,4.16,24.3,7.11,1.45,211.0,11.2,38.953284,-94.591752
iot_device_046,2025-07-14T16:04:15.750604,39.92,3.27,4.53,17.0,7.57,2.0,568.0,9.1,46.560029,-105.836693
iot_device_023,2025-07-14T17:04:15.750604,30.03,3.88,6.72,17.5,7.74,3.24,389.0,6.8,48.759222,-76.966981
iot_device_031,2025-07-14T18:04:15.750604,164.62,4.86,3.85,21.3,7.97,1.07,512.0,8.6,39.31365,-82.325047
iot_device_007,2025-07-14T19:04:15.750604,438.06,0.87,3.0,17.8,8.14,1.83,306.0,11.0,46.757858,-93.665485
iot_device_037,2025-07-14T20:04:15.750604,76.05,3.76,4.22,24.0,7.22,0.5,366.0,7.4,45.164322,-82.810985
iot_device_034,2025-07-14T21:04:15.750604,73.32,2.02,4.81,22.7,7.89,4.16,555.0,11.5,44.311826,-94.225095
iot_device_036,2025-07-14T22:04:15.750604,73.6,2.51,3.53,16.9,7.64,2.33,421.0,7.1,49.222761,-84.685266
iot_device_030,2025-07-14T23:04:15.750604,36.12,1.36,3.92,20.5,8.32,3.56,248.0,11.7,26.899065,-115.574886
iot_device_006,2025-07-15T00:04:15.750604,26.52,2.7,4.93,20.0,8.05,1.35,548.0,8.0,29.004433,-84.849966
iot_device_050,2025-07-15T01:04:15.750604,10.98,2.2,2.91,22.7,8.35,3.44,744.0,8.4,25.350927,-118.130735
iot_device_037,2025-07-15T02:04:15.750604,26.48,1.53,4.83,22.6,7.32,4.46,484.0,10.3,43.842839,-111.545577
iot_device_040,2025-07-15T03:04:15.750604,31.87,1.22,3.66,23.3,7.98,1.57,254.0,7.3,29.493555,-112.332307
iot_device_048,2025-07-15T04:04:15.750604,24.35,1.82,7.0,19.4,7.51,0.55,454.0,9.3,35.468628,-82.199425
iot_device_014,2025-07-15T05:04:15.750604,18.25,4.26,6.84,22.9,8.04,1.28,585.0,8.7,28.596963,-74.693679
iot_device_021,2025-07-15T06:04:15.750604,136.32,3.44,5.69,23.6,8.16,4.49,319.0,10.0,28.942393,-107.434773
iot_device_029,2025-07-15T07:04:15.750604,56.04,1.07,3.76,15.2,6.78,1.98,285.0,9.4,27.082839,-103.481956
iot_device_030,2025-07-15T08:04:15.750604,57.73,4.66,2.05,21.9,8.02,4.58,259.0,10.4,45.092744,-104.13267
iot_device_039,2025-07-15T09:04:15.750604,135.98,2.73,2.97,21.0,7.13,3.69,228.0,9.4,43.469989,-72.125737
iot_device_021,2025-07-15T10:04:15.750604,36.82,1.77,2.1,19.6,6.61,4.56,619.0,10.9,30.569295,-74.138102
iot_device_011,2025-07-15T11:04:15.750604,14.55,4.02,6.28,21.8,8.17,1.05,691.0,11.4,47.689473,-75.433895
iot_device_001,2025-07-15T12:04:15.750604,16.94,2.43,3.69,17.9,7.95,3.75,439.0,10.0,41.018379,-98.678054
iot_device_049,2025-07-15T13:04:15.750604,38.11,4.88,2.13,21.6,8.49,4.9,260.0,11.2,44.901032,-79.212119
iot_device_047,2025-07-15T14:04:15.750604,20.11,3.86,5.11,21.6,8.05,2.4,402.0,6.4,27.741786,-117.70863
iot_device_017,2025-07-15T15:04:15.750604,138.75,2.07,7.78,15.6,7.76,4.97,719.0,6.9,45.946867,-101.155096
iot_device_012,2025-07-15T16:04:15.750604,37.12,2.83,5.78,22.3,7.9,2.42,558.0,11.5,48.188813,-88.2738
iot_device_021,2025-07-15T17:04:15.750604,11.75,3.08,5.11,22.9,7.63,3.6,341.0,9.3,32.556689,-71.233704
